index,income,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntregularprods,mntgoldprods,mnttotal,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,complain,age,customer_days,marital_status,education,response,total_spending,mntwines_share,mntfruits_share,mntmeatproducts_share,mntfishproducts_share,mntsweetproducts_share,mntgoldprods_share,total_purchases,avg_ticket_proxy,web_purchase_share,catalog_purchase_share,store_purchase_share,deal_purchase_share,web_visit_to_purchase_ratio,children_total,family_size_proxy,customer_segment,customer_segment_name
1987,65569,0,1,96,397,46,288,20,38,719,70,789,2,6,5,10,3,0,67,2760,Married,Master,0,859,0.46216530849825377,0.05355064027939464,0.3352735739231665,0.023282887077997673,0.04423748544819558,0.08149010477299184,21,40.904761904761905,0.2857142857142857,0.23809523809523808,0.47619047619047616,0.09523809523809523,0.42857142857142855,1,2,0,High-income potential customers
1988,83844,0,0,57,901,31,345,75,31,1192,191,1383,1,4,4,11,1,0,68,2572,Together,Graduation,1,1574,0.5724269377382465,0.019695044472681066,0.21918678526048285,0.04764930114358323,0.019695044472681066,0.12134688691232529,19,82.84210526315789,0.21052631578947367,0.21052631578947367,0.5789473684210527,0.05263157894736842,0.2,0,1,0,High-income potential customers
1989,19514,1,1,47,14,3,21,2,1,13,28,41,4,3,1,2,8,0,52,2313,Married,Graduation,1,69,0.2028985507246377,0.043478260869565216,0.30434782608695654,0.028985507246376812,0.014492753623188406,0.4057971014492754,6,11.5,0.5,0.16666666666666666,0.3333333333333333,0.6666666666666666,2.0,2,3,2,Promotion-sensitive customers
1990,36736,1,1,52,10,0,3,0,0,9,4,13,1,1,0,2,6,0,57,2574,Single,PHD,0,17,0.5882352941176471,0.0,0.17647058823529413,0.0,0.0,0.23529411764705882,3,5.666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,3.0,2,3,1,Balanced customers
1991,77568,0,1,30,1230,0,396,232,178,1878,158,2036,1,10,2,8,5,0,41,2832,Together,Graduation,1,2194,0.5606198723792161,0.0,0.1804922515952598,0.105742935278031,0.08113035551504102,0.07201458523245215,20,109.7,0.5,0.1,0.4,0.05,0.45454545454545453,1,2,0,High-income potential customers
1992,49187,0,1,63,81,1,31,2,1,116,0,116,1,1,1,5,2,0,44,2328,Together,PHD,0,116,0.6982758620689655,0.008620689655172414,0.2672413793103448,0.017241379310344827,0.008620689655172414,0.0,7,16.571428571428573,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.14285714285714285,1.0,1,2,1,Balanced customers
1993,30168,1,0,51,154,20,66,0,12,225,27,252,7,6,1,4,9,0,42,2638,Single,Graduation,0,279,0.5519713261648745,0.07168458781362007,0.23655913978494625,0.0,0.043010752688172046,0.0967741935483871,11,25.363636363636363,0.5454545454545454,0.09090909090909091,0.36363636363636365,0.6363636363636364,1.2857142857142858,1,2,1,Balanced customers
1994,34053,0,1,14,63,0,21,7,0,79,12,91,1,3,0,3,8,0,52,2816,Together,Master,0,103,0.6116504854368932,0.0,0.20388349514563106,0.06796116504854369,0.0,0.11650485436893204,6,17.166666666666668,0.5,0.0,0.5,0.16666666666666666,2.0,1,2,1,Balanced customers
1995,38196,1,1,20,30,0,11,0,0,38,3,41,3,2,0,4,5,0,49,2231,Married,Master,0,44,0.6818181818181818,0.0,0.25,0.0,0.0,0.06818181818181818,6,7.333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.5,1.6666666666666667,2,3,1,Balanced customers
1996,59412,0,0,56,90,67,165,30,43,384,11,395,1,4,2,8,3,0,69,2230,Married,Master,0,406,0.22167487684729065,0.16502463054187191,0.4064039408866995,0.07389162561576355,0.10591133004926108,0.027093596059113302,14,29.0,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.07142857142857142,0.6,0,1,0,High-income potential customers
1997,70924,0,0,41,635,114,254,132,152,1211,76,1287,1,6,6,7,3,0,55,2242,Married,2n Cycle,1,1363,0.4658840792369773,0.08363903154805576,0.1863536316947909,0.09684519442406456,0.11151870873074102,0.05575935436537051,19,71.73684210526316,0.3157894736842105,0.3157894736842105,0.3684210526315789,0.05263157894736842,0.42857142857142855,0,1,0,High-income potential customers
1998,54165,0,0,72,127,4,73,15,6,214,11,225,1,2,1,7,2,0,51,2556,Together,Graduation,0,236,0.538135593220339,0.01694915254237288,0.3093220338983051,0.0635593220338983,0.025423728813559324,0.046610169491525424,10,23.6,0.2,0.1,0.7,0.1,0.6666666666666666,0,1,1,Balanced customers
1999,32300,1,0,1,13,3,6,6,5,27,6,33,1,1,0,3,8,0,47,2701,Married,Graduation,0,39,0.3333333333333333,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.1282051282051282,0.15384615384615385,4,9.75,0.25,0.0,0.75,0.25,4.0,1,2,2,Promotion-sensitive customers
2000,20180,0,0,27,18,42,24,15,20,101,18,119,1,2,1,4,7,0,44,2653,Single,Graduation,0,137,0.13138686131386862,0.30656934306569344,0.17518248175182483,0.10948905109489052,0.145985401459854,0.13138686131386862,7,19.571428571428573,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.14285714285714285,2.3333333333333335,0,1,2,Promotion-sensitive customers
2001,34961,1,0,77,45,2,26,4,1,77,1,78,3,3,1,3,7,0,47,2169,Married,Graduation,0,79,0.569620253164557,0.02531645569620253,0.3291139240506329,0.05063291139240506,0.012658227848101266,0.012658227848101266,7,11.285714285714286,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.42857142857142855,1.75,1,2,1,Balanced customers
2002,28440,1,0,87,38,1,24,0,0,63,0,63,1,2,0,3,8,0,46,2516,Together,PHD,0,63,0.6031746031746031,0.015873015873015872,0.38095238095238093,0.0,0.0,0.0,5,12.6,0.4,0.0,0.6,0.2,2.6666666666666665,1,2,1,Balanced customers
2003,64504,1,2,81,986,36,168,16,0,1098,108,1206,7,11,3,4,7,0,67,2641,Together,PHD,0,1314,0.7503805175038052,0.0273972602739726,0.1278538812785388,0.0121765601217656,0.0,0.0821917808219178,18,73.0,0.6111111111111112,0.16666666666666666,0.2222222222222222,0.3888888888888889,0.5833333333333334,3,4,1,Balanced customers
2004,33564,0,1,51,61,0,3,0,0,57,7,64,1,1,1,3,5,0,54,2164,Together,Master,0,71,0.8591549295774648,0.0,0.04225352112676056,0.0,0.0,0.09859154929577464,5,14.2,0.2,0.2,0.6,0.2,2.5,1,2,1,Balanced customers
2005,17345,1,0,79,4,9,16,17,0,34,12,46,2,2,1,2,8,0,42,2762,Married,Graduation,0,58,0.06896551724137931,0.15517241379310345,0.27586206896551724,0.29310344827586204,0.0,0.20689655172413793,5,11.6,0.4,0.2,0.4,0.4,2.6666666666666665,1,2,2,Promotion-sensitive customers
2006,56320,0,1,11,201,53,172,116,77,536,83,619,3,5,4,9,4,0,53,2606,Married,PHD,0,702,0.2863247863247863,0.0754985754985755,0.245014245014245,0.16524216524216523,0.10968660968660969,0.11823361823361823,18,39.0,0.2777777777777778,0.2222222222222222,0.5,0.16666666666666666,0.6666666666666666,1,2,0,High-income potential customers
2007,28647,1,0,54,19,8,29,0,12,42,26,68,1,2,2,2,7,0,42,2471,Single,Graduation,1,94,0.20212765957446807,0.0851063829787234,0.30851063829787234,0.0,0.1276595744680851,0.2765957446808511,6,15.666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,2.3333333333333335,1,2,2,Promotion-sensitive customers
2008,15038,1,0,93,4,8,11,19,12,28,26,54,2,2,1,2,9,0,33,2675,Single,Basic,0,80,0.05,0.1,0.1375,0.2375,0.15,0.325,5,16.0,0.4,0.2,0.4,0.4,3.0,1,2,2,Promotion-sensitive customers
2009,32173,0,1,0,18,0,2,0,0,18,2,20,1,1,0,3,4,0,62,2491,Divorced,PHD,0,22,0.8181818181818182,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,4,5.5,0.25,0.0,0.75,0.25,2.0,1,2,1,Balanced customers
2010,68316,0,1,54,806,80,161,120,11,1145,33,1178,5,10,7,10,6,0,56,2761,Together,2n Cycle,0,1211,0.6655656482246077,0.06606110652353427,0.1329479768786127,0.0990916597853014,0.009083402146985962,0.027250206440957887,27,44.851851851851855,0.37037037037037035,0.25925925925925924,0.37037037037037035,0.18518518518518517,0.5454545454545454,1,2,0,High-income potential customers
2011,74538,0,0,21,380,98,733,110,112,1405,28,1433,1,8,8,5,3,0,49,2524,Together,Graduation,1,1461,0.2600958247775496,0.06707734428473648,0.5017111567419575,0.07529089664613278,0.07665982203969883,0.019164955509924708,21,69.57142857142857,0.38095238095238093,0.38095238095238093,0.23809523809523808,0.047619047619047616,0.3333333333333333,0,1,0,High-income potential customers
2012,91700,0,0,58,576,172,961,125,115,1930,19,1949,1,8,6,5,3,0,49,2687,Single,Graduation,0,1968,0.2926829268292683,0.08739837398373984,0.4883130081300813,0.06351626016260163,0.058434959349593495,0.009654471544715448,19,103.57894736842105,0.42105263157894735,0.3157894736842105,0.2631578947368421,0.05263157894736842,0.3333333333333333,0,1,0,High-income potential customers
2013,68695,0,0,3,458,81,356,106,50,1011,40,1051,1,4,4,7,2,0,51,2163,Together,Graduation,0,1091,0.41979835013748856,0.07424381301558204,0.32630614115490375,0.09715857011915674,0.045829514207149404,0.03666361136571952,15,72.73333333333333,0.26666666666666666,0.26666666666666666,0.4666666666666667,0.06666666666666667,0.4,0,1,0,High-income potential customers
2014,31056,1,0,99,5,10,13,3,8,23,16,39,1,1,0,3,8,0,43,2682,Married,2n Cycle,0,55,0.09090909090909091,0.18181818181818182,0.23636363636363636,0.05454545454545454,0.14545454545454545,0.2909090909090909,4,13.75,0.25,0.0,0.75,0.25,4.0,1,2,2,Promotion-sensitive customers
2015,79593,0,0,70,350,60,568,110,133,1076,145,1221,1,5,6,7,2,0,47,2207,Married,Graduation,1,1366,0.2562225475841874,0.043923865300146414,0.4158125915080527,0.08052708638360176,0.09736456808199122,0.1061493411420205,18,75.88888888888889,0.2777777777777778,0.3333333333333333,0.3888888888888889,0.05555555555555555,0.3333333333333333,0,1,0,High-income potential customers
2016,28071,0,0,65,39,33,130,41,26,225,44,269,2,5,1,5,8,0,40,2828,Single,Graduation,0,313,0.12460063897763578,0.10543130990415335,0.41533546325878595,0.13099041533546327,0.08306709265175719,0.14057507987220447,11,28.454545454545453,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.18181818181818182,1.3333333333333333,0,1,2,Promotion-sensitive customers
2017,37334,1,1,44,26,1,16,2,2,32,15,47,4,3,0,4,4,0,62,2282,Together,PHD,0,62,0.41935483870967744,0.016129032258064516,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.24193548387096775,7,8.857142857142858,0.42857142857142855,0.0,0.5714285714285714,0.5714285714285714,1.0,2,3,1,Balanced customers
2018,46423,1,1,6,68,0,16,0,0,76,8,84,3,2,0,4,7,0,48,2443,Single,Master,0,92,0.7391304347826086,0.0,0.17391304347826086,0.0,0.0,0.08695652173913043,6,15.333333333333334,0.3333333333333333,0.0,0.6666666666666666,0.5,2.3333333333333335,2,3,1,Balanced customers
2019,37126,1,0,9,45,3,9,4,4,58,7,65,1,1,2,2,6,0,49,2250,Married,PHD,1,72,0.625,0.041666666666666664,0.125,0.05555555555555555,0.05555555555555555,0.09722222222222222,5,14.4,0.2,0.4,0.4,0.2,3.0,1,2,1,Balanced customers
2020,47703,0,1,95,359,0,134,13,26,409,123,532,4,6,3,8,5,0,67,2555,Married,Graduation,0,655,0.5480916030534351,0.0,0.20458015267175572,0.01984732824427481,0.03969465648854962,0.18778625954198475,17,38.529411764705884,0.35294117647058826,0.17647058823529413,0.47058823529411764,0.23529411764705882,0.7142857142857143,1,2,1,Balanced customers
2021,61180,0,1,70,403,24,29,6,24,268,218,486,2,5,5,6,3,0,61,2226,Married,Graduation,1,704,0.5724431818181818,0.03409090909090909,0.041193181818181816,0.008522727272727272,0.03409090909090909,0.3096590909090909,16,44.0,0.3125,0.3125,0.375,0.125,0.5,1,2,1,Balanced customers
2022,38998,1,1,92,34,1,14,0,0,44,5,49,3,2,0,3,8,1,66,2762,Married,Graduation,0,54,0.6296296296296297,0.018518518518518517,0.25925925925925924,0.0,0.0,0.09259259259259259,5,10.8,0.4,0.0,0.6,0.6,2.6666666666666665,2,3,1,Balanced customers
2023,8028,0,0,62,73,18,66,7,12,174,2,176,15,0,1,0,19,0,29,2808,Single,Graduation,0,178,0.4101123595505618,0.10112359550561797,0.3707865168539326,0.03932584269662921,0.06741573033707865,0.011235955056179775,1,178.0,0.0,1.0,0.0,15.0,19.0,0,1,2,Promotion-sensitive customers
2024,76081,0,0,85,292,30,415,63,33,633,200,833,1,4,5,4,2,0,58,2196,Together,Graduation,1,1033,0.28267182962245885,0.02904162633107454,0.40174249757986447,0.06098741529525654,0.031945788964181994,0.1936108422071636,13,79.46153846153847,0.3076923076923077,0.38461538461538464,0.3076923076923077,0.07692307692307693,0.4,0,1,0,High-income potential customers
2025,34728,1,0,2,14,0,16,0,0,24,6,30,1,1,1,2,6,0,34,2493,Together,Graduation,0,36,0.3888888888888889,0.0,0.4444444444444444,0.0,0.0,0.16666666666666666,4,9.0,0.25,0.25,0.5,0.25,3.0,1,2,2,Promotion-sensitive customers
2026,33168,0,1,0,80,1,37,0,1,116,3,119,3,2,1,4,7,0,55,2783,Single,Master,0,122,0.6557377049180327,0.00819672131147541,0.30327868852459017,0.0,0.00819672131147541,0.02459016393442623,7,17.428571428571427,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.42857142857142855,2.3333333333333335,1,2,1,Balanced customers
2027,33585,0,1,91,30,11,33,13,6,64,29,93,1,2,0,4,4,0,54,2436,Married,Master,0,122,0.2459016393442623,0.09016393442622951,0.27049180327868855,0.10655737704918032,0.04918032786885246,0.23770491803278687,6,20.333333333333332,0.3333333333333333,0.0,0.6666666666666666,0.16666666666666666,1.3333333333333333,1,2,2,Promotion-sensitive customers
2028,77037,0,1,3,463,96,333,168,53,1103,10,1113,1,7,7,12,3,0,60,2418,Married,PHD,0,1123,0.41228851291184326,0.0854853072128228,0.2965271593944791,0.1495992876224399,0.04719501335707925,0.008904719501335707,26,43.19230769230769,0.2692307692307692,0.2692307692307692,0.46153846153846156,0.038461538461538464,0.375,1,2,0,High-income potential customers
2029,35196,1,0,68,75,12,141,43,39,123,187,310,6,6,1,5,8,0,36,2752,Together,Graduation,0,497,0.15090543259557343,0.02414486921529175,0.2837022132796781,0.08651911468812877,0.07847082494969819,0.3762575452716298,12,41.416666666666664,0.5,0.08333333333333333,0.4166666666666667,0.5,1.1428571428571428,1,2,2,Promotion-sensitive customers
2030,44529,0,1,98,538,13,91,17,6,639,26,665,6,6,2,11,5,0,54,2518,Married,Graduation,1,691,0.7785817655571635,0.01881331403762663,0.1316931982633864,0.024602026049204053,0.008683068017366137,0.03762662807525326,19,36.36842105263158,0.3157894736842105,0.10526315789473684,0.5789473684210527,0.3157894736842105,0.7142857142857143,1,2,1,Balanced customers
2031,70924,0,0,41,635,114,254,132,152,1211,76,1287,1,6,6,7,3,0,55,2242,Married,2n Cycle,1,1363,0.4658840792369773,0.08363903154805576,0.1863536316947909,0.09684519442406456,0.11151870873074102,0.05575935436537051,19,71.73684210526316,0.3157894736842105,0.3157894736842105,0.3684210526315789,0.05263157894736842,0.42857142857142855,0,1,0,High-income potential customers
2032,28764,1,1,16,8,0,3,0,0,10,1,11,1,1,0,2,8,0,54,2183,Together,PHD,1,12,0.6666666666666666,0.0,0.25,0.0,0.0,0.08333333333333333,3,4.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,4.0,2,3,1,Balanced customers
2033,69098,0,0,82,1315,22,780,145,0,2084,178,2262,1,7,8,9,5,0,71,2657,Married,PHD,0,2440,0.5389344262295082,0.009016393442622951,0.319672131147541,0.05942622950819672,0.0,0.07295081967213114,24,101.66666666666667,0.2916666666666667,0.3333333333333333,0.375,0.041666666666666664,0.625,0,1,0,High-income potential customers
2034,25959,1,1,1,4,2,12,7,5,4,26,30,2,1,2,2,6,0,50,2659,Divorced,2n Cycle,0,56,0.07142857142857142,0.03571428571428571,0.21428571428571427,0.125,0.08928571428571429,0.4642857142857143,5,11.2,0.2,0.4,0.4,0.4,3.0,2,3,2,Promotion-sensitive customers
2035,27100,1,0,64,12,0,13,2,0,17,10,27,1,1,0,3,7,0,37,2609,Married,Master,0,37,0.32432432432432434,0.0,0.35135135135135137,0.05405405405405406,0.0,0.2702702702702703,4,9.25,0.25,0.0,0.75,0.25,3.5,1,2,2,Promotion-sensitive customers
2036,70596,0,0,68,347,44,534,17,0,916,26,942,1,3,5,12,2,0,35,2791,Single,Graduation,0,968,0.3584710743801653,0.045454545454545456,0.5516528925619835,0.01756198347107438,0.0,0.026859504132231406,20,48.4,0.15,0.25,0.6,0.05,0.5,0,1,0,High-income potential customers
2037,42557,0,1,98,192,5,53,0,5,240,15,255,4,6,1,4,8,0,46,2828,Married,Graduation,0,270,0.7111111111111111,0.018518518518518517,0.1962962962962963,0.0,0.018518518518518517,0.05555555555555555,11,24.545454545454547,0.5454545454545454,0.09090909090909091,0.36363636363636365,0.36363636363636365,1.1428571428571428,1,2,1,Balanced customers
2038,53312,0,0,32,241,0,12,0,0,228,25,253,1,5,1,5,7,0,69,2483,Married,PHD,0,278,0.8669064748201439,0.0,0.04316546762589928,0.0,0.0,0.08992805755395683,11,25.272727272727273,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.09090909090909091,1.1666666666666667,0,1,1,Balanced customers
2039,72228,0,0,87,631,28,491,30,14,1138,56,1194,1,6,7,8,3,0,68,2738,Single,Graduation,0,1250,0.5048,0.0224,0.3928,0.024,0.0112,0.0448,21,59.523809523809526,0.2857142857142857,0.3333333333333333,0.38095238095238093,0.047619047619047616,0.42857142857142855,0,1,0,High-income potential customers
2040,67605,0,0,84,336,28,282,184,54,830,54,884,1,2,8,6,1,0,33,2614,Together,Graduation,0,938,0.3582089552238806,0.029850746268656716,0.3006396588486141,0.19616204690831557,0.057569296375266525,0.057569296375266525,16,58.625,0.125,0.5,0.375,0.0625,0.3333333333333333,0,1,0,High-income potential customers
2041,62845,1,1,3,1099,0,45,0,0,1110,34,1144,11,3,4,10,8,0,71,2795,Married,Master,1,1178,0.932937181663837,0.0,0.038200339558573854,0.0,0.0,0.028862478777589132,17,69.29411764705883,0.17647058823529413,0.23529411764705882,0.5882352941176471,0.6470588235294118,2.0,2,3,1,Balanced customers
2042,65196,0,2,34,743,19,181,12,0,755,200,955,2,7,6,11,5,0,62,2498,Together,Graduation,1,1155,0.6432900432900432,0.01645021645021645,0.15670995670995672,0.01038961038961039,0.0,0.17316017316017315,24,48.125,0.2916666666666667,0.25,0.4583333333333333,0.08333333333333333,0.625,2,3,1,Balanced customers
2043,42000,0,0,23,124,83,267,85,59,583,35,618,2,5,2,11,5,0,33,2694,Single,PHD,0,653,0.18989280245022971,0.12710566615620214,0.40888208269525267,0.13016845329249618,0.0903522205206738,0.05359877488514548,18,36.27777777777778,0.2777777777777778,0.1111111111111111,0.6111111111111112,0.1111111111111111,0.8333333333333334,0,1,2,Promotion-sensitive customers
2044,35860,1,1,37,15,0,8,4,2,9,20,29,2,1,1,2,5,0,47,2200,Divorced,PHD,1,49,0.30612244897959184,0.0,0.16326530612244897,0.08163265306122448,0.04081632653061224,0.40816326530612246,4,12.25,0.25,0.25,0.5,0.5,2.5,2,3,2,Promotion-sensitive customers
2045,65526,0,1,22,397,19,69,12,0,488,9,497,1,4,4,8,2,0,56,2238,Married,PHD,0,506,0.7845849802371542,0.037549407114624504,0.13636363636363635,0.023715415019762844,0.0,0.017786561264822136,16,31.625,0.25,0.25,0.5,0.0625,0.4,1,2,1,Balanced customers
2046,16860,1,1,19,10,4,4,3,3,10,14,24,3,1,1,3,7,0,59,2814,Married,Graduation,0,38,0.2631578947368421,0.10526315789473684,0.10526315789473684,0.07894736842105263,0.07894736842105263,0.3684210526315789,5,7.6,0.2,0.2,0.6,0.6,3.5,2,3,2,Promotion-sensitive customers
2047,83528,0,0,7,530,117,678,134,44,1356,147,1503,1,4,10,8,1,0,28,2218,Single,Graduation,1,1650,0.3212121212121212,0.07090909090909091,0.4109090909090909,0.08121212121212121,0.02666666666666667,0.0890909090909091,22,75.0,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.045454545454545456,0.2,0,1,0,High-income potential customers
2048,64176,0,1,52,1215,33,249,64,116,1528,149,1677,8,8,9,8,6,0,55,2854,Divorced,2n Cycle,0,1826,0.6653888280394304,0.018072289156626505,0.13636363636363635,0.03504928806133625,0.06352683461117196,0.08159912376779847,25,73.04,0.32,0.36,0.32,0.32,0.6666666666666666,1,2,0,High-income potential customers
2049,22304,0,0,91,3,2,7,0,4,14,2,16,1,1,0,2,8,0,64,2853,Divorced,Graduation,0,18,0.16666666666666666,0.1111111111111111,0.3888888888888889,0.0,0.2222222222222222,0.1111111111111111,3,6.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,4.0,0,1,2,Promotion-sensitive customers
2050,67023,0,0,93,444,44,382,11,8,872,17,889,1,3,7,13,2,1,42,2276,Married,Graduation,0,906,0.4900662251655629,0.04856512141280353,0.4216335540838852,0.012141280353200883,0.008830022075055188,0.018763796909492272,23,39.391304347826086,0.13043478260869565,0.30434782608695654,0.5652173913043478,0.043478260869565216,0.5,0,1,0,High-income potential customers
2051,32892,1,0,78,26,0,15,2,1,42,2,44,2,3,0,3,8,0,49,2194,Together,PHD,0,46,0.5652173913043478,0.0,0.32608695652173914,0.043478260869565216,0.021739130434782608,0.043478260869565216,6,7.666666666666667,0.5,0.0,0.5,0.3333333333333333,2.0,1,2,1,Balanced customers
2052,70713,0,1,23,736,114,279,82,76,1097,190,1287,6,5,6,8,3,0,54,2732,Together,Graduation,0,1477,0.4983073798239675,0.07718348002708192,0.1888964116452268,0.055517941773865945,0.05145565335138795,0.12863913337846988,19,77.73684210526316,0.2631578947368421,0.3157894736842105,0.42105263157894735,0.3157894736842105,0.5,1,2,0,High-income potential customers
2053,59925,0,1,83,473,21,176,19,21,654,56,710,3,9,2,9,6,0,65,2735,Together,Graduation,0,766,0.6174934725848564,0.02741514360313316,0.2297650130548303,0.024804177545691905,0.02741514360313316,0.0731070496083551,20,38.3,0.45,0.1,0.45,0.15,0.6,1,2,1,Balanced customers
2054,39722,0,1,92,32,0,5,2,0,31,8,39,2,2,0,3,5,0,67,2284,Married,Graduation,0,47,0.6808510638297872,0.0,0.10638297872340426,0.0425531914893617,0.0,0.1702127659574468,5,9.4,0.4,0.0,0.6,0.4,1.6666666666666667,1,2,1,Balanced customers
2055,46610,0,0,4,288,10,30,4,10,217,125,342,1,6,1,6,6,0,62,2505,Together,Graduation,0,467,0.6167023554603854,0.021413276231263382,0.06423982869379015,0.008565310492505354,0.021413276231263382,0.2676659528907923,13,35.92307692307692,0.46153846153846156,0.07692307692307693,0.46153846153846156,0.07692307692307693,0.8571428571428571,0,1,1,Balanced customers
2056,88347,0,0,32,1050,178,555,77,138,1880,118,1998,1,4,7,9,1,0,59,2520,Together,Graduation,1,2116,0.4962192816635161,0.08412098298676748,0.2622873345935728,0.036389413988657845,0.06521739130434782,0.055765595463137994,20,105.8,0.2,0.35,0.45,0.05,0.2,0,1,0,High-income potential customers
2057,87171,0,0,27,1001,44,107,58,44,1210,44,1254,1,6,7,11,2,0,39,2583,Married,PHD,1,1298,0.7711864406779662,0.03389830508474576,0.08243451463790447,0.04468412942989214,0.03389830508474576,0.03389830508474576,24,54.083333333333336,0.25,0.2916666666666667,0.4583333333333333,0.041666666666666664,0.2857142857142857,0,1,0,High-income potential customers
2058,26907,1,1,10,9,1,7,0,3,18,2,20,2,1,0,3,7,0,44,2472,Together,2n Cycle,0,22,0.4090909090909091,0.045454545454545456,0.3181818181818182,0.0,0.13636363636363635,0.09090909090909091,4,5.5,0.25,0.0,0.75,0.5,3.5,2,3,2,Promotion-sensitive customers
2059,50014,1,0,9,234,14,77,19,10,312,42,354,2,4,1,8,5,0,52,2317,Single,Master,0,396,0.5909090909090909,0.03535353535353535,0.19444444444444445,0.047979797979797977,0.025252525252525252,0.10606060606060606,13,30.46153846153846,0.3076923076923077,0.07692307692307693,0.6153846153846154,0.15384615384615385,1.0,1,2,1,Balanced customers
2060,41014,1,0,65,7,2,6,2,0,14,3,17,1,1,0,2,7,0,42,2592,Married,PHD,0,20,0.35,0.1,0.3,0.1,0.0,0.15,3,6.666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,3.5,1,2,2,Promotion-sensitive customers
2061,66294,0,0,68,251,108,334,65,92,733,117,850,1,4,3,5,2,0,55,2263,Single,Graduation,0,967,0.2595656670113754,0.11168562564632885,0.3453981385729059,0.0672182006204757,0.09513960703205791,0.12099276111685625,12,80.58333333333333,0.3333333333333333,0.25,0.4166666666666667,0.08333333333333333,0.4,0,1,0,High-income potential customers
2062,36715,1,0,16,172,10,125,21,13,325,16,341,6,7,2,4,9,0,49,2748,Married,Graduation,0,357,0.48179271708683474,0.028011204481792718,0.35014005602240894,0.058823529411764705,0.036414565826330535,0.04481792717086835,13,27.46153846153846,0.5384615384615384,0.15384615384615385,0.3076923076923077,0.46153846153846156,1.125,1,2,1,Balanced customers
2063,79456,0,0,12,565,42,548,64,83,1203,99,1302,1,5,6,4,3,0,64,2835,Married,Graduation,0,1401,0.403283369022127,0.029978586723768737,0.39114917915774444,0.04568165596002855,0.05924339757316203,0.07066381156316917,15,93.4,0.3333333333333333,0.4,0.26666666666666666,0.06666666666666667,0.5,0,1,0,High-income potential customers
2064,40479,1,0,95,5,0,8,2,0,15,0,15,1,0,0,3,4,0,38,2475,Together,Graduation,0,15,0.3333333333333333,0.0,0.5333333333333333,0.13333333333333333,0.0,0.0,3,5.0,0.0,0.0,1.0,0.3333333333333333,4.0,1,2,2,Promotion-sensitive customers
2065,75345,0,0,16,918,57,842,99,38,1821,133,1954,1,5,8,6,3,0,50,2671,Single,Master,1,2087,0.439865836128414,0.02731193100143747,0.4034499281264974,0.047436511739338764,0.01820795400095831,0.0637278390033541,19,109.84210526315789,0.2631578947368421,0.42105263157894735,0.3157894736842105,0.05263157894736842,0.5,0,1,0,High-income potential customers
2066,54233,0,1,46,652,8,158,21,0,697,142,839,4,11,6,5,8,0,43,2669,Married,Graduation,0,981,0.6646279306829765,0.00815494393476045,0.16106014271151886,0.021406727828746176,0.0,0.14475025484199797,22,44.59090909090909,0.5,0.2727272727272727,0.22727272727272727,0.18181818181818182,0.6666666666666666,1,2,1,Balanced customers
2067,24163,1,1,3,4,1,7,2,1,13,2,15,2,1,0,3,4,0,50,2419,Single,Graduation,0,17,0.23529411764705882,0.058823529411764705,0.4117647058823529,0.11764705882352941,0.058823529411764705,0.11764705882352941,4,4.25,0.25,0.0,0.75,0.5,2.0,2,3,2,Promotion-sensitive customers
2068,84460,0,0,80,152,27,103,106,54,361,81,442,0,9,9,4,5,0,62,2700,Together,PHD,1,523,0.29063097514340347,0.05162523900573614,0.19694072657743786,0.20267686424474188,0.10325047801147227,0.15487571701720843,22,23.772727272727273,0.4090909090909091,0.4090909090909091,0.18181818181818182,0.0,0.5,0,1,0,High-income potential customers
2069,43776,1,0,77,8,0,9,2,1,17,3,20,1,1,0,2,6,0,37,2216,Together,Graduation,0,23,0.34782608695652173,0.0,0.391304347826087,0.08695652173913043,0.043478260869565216,0.13043478260869565,3,7.666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,3.0,1,2,2,Promotion-sensitive customers
